,4,16,64,128,256,512,1024,2048
1,0.042,0.206,0.217,0.218,0.218,0.218,0.218,0.218
2,0.042,0.206,0.217,0.218,0.218,0.218,0.218,0.218
4,0.042,0.206,0.217,0.218,0.218,0.218,0.218,0.218
8,0.042,0.206,0.217,0.218,0.218,0.218,0.218,0.218
16,0.042,0.206,0.217,0.218,0.218,0.218,0.218,0.218
