  0.00,  0.00,  4.00,  7.30,  6.57,  6.48,  6.60
  0.00,  0.00,  8.00,  5.30,  5.73,  6.47,  6.54
  0.00,  0.00,  6.00,  7.30,  6.26,  6.63,  6.59
  0.00,  0.00,  8.00,  6.20,  6.68,  6.49,  6.54
  0.00,  0.00,  1.00,  6.10,  6.53,  6.59,  6.57
